,price,offer date,ID,Oferta od,Kategoria,Marka pojazdu,Model pojazdu,Wersja,Generacja,Rok produkcji,Przebieg,Pojemność skokowa,Rodzaj paliwa,Moc,Skrzynia biegów,Typ,Liczba drzwi,Kolor,Zarejestrowany w Polsce,Stan,ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Hak,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Klimatyzacja manualna,Centralny zamek,Immobilizer,Wspomaganie kierownicy,Poduszki boczne przednie,Napęd,Liczba miejsc,Metalik,Kraj pochodzenia,Pierwsza rejestracja,Numer rejestracyjny pojazdu,Bezwypadkowy,ASR (kontrola trakcji),Klimatyzacja automatyczna,Podgrzewane przednie siedzenia,Światła przeciwmgielne,Alarm,ESP (stabilizacja toru jazdy),Komputer pokładowy,Przyciemniane szyby,Tapicerka welurowa,Radio fabryczne,Alufelgi,Nawigacja GPS,Relingi dachowe,Tempomat,Emisja CO2,Filtr cząstek stałych,Okres gwarancji producenta,Serwisowany w ASO,Asystent parkowania,Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Ogranicznik prędkości,Podgrzewane lusterka boczne,System Start-Stop,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane fotele,Gniazdo USB,Kurtyny powietrzne,Ogrzewanie postojowe,Poduszki boczne tylne,Światła LED,Tempomat aktywny,Czujnik deszczu,Czujniki parkowania tylne,Klimatyzacja czterostrefowa,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,VAT marża,Gniazdo SD,Kamera cofania,Odtwarzacz DVD,Zmieniarka CD,Asystent pasa ruchu,Czujnik martwego pola,MP3,Światła do jazdy dziennej,Światła Xenonowe,Tapicerka skórzana,Wielofunkcyjna kierownica,lub do (przebieg km),Pierwszy właściciel,Elektrochromatyczne lusterko wsteczne,Perłowy,Możliwość finansowania,Elektrochromatyczne lusterka boczne,Faktura VAT,Leasing,Klimatyzacja dwustrefowa,Szyberdach,Dach panoramiczny,Łopatki zmiany biegów,Regulowane zawieszenie,Gwarancja dealerska (w cenie),Tuner TV,Akryl (niemetalizowany),Tuning,Radio niefabryczne,Uszkodzony,HUD (wyświetlacz przezierny),Podgrzewane tylne siedzenia,VIN
42,52500,"14:19, 11 lutego 2021",6081525823,Firmy,Osobowe,Volkswagen,Passat,1.8 TSI BMT Highline DSG,B8 (2014-),2017,28 800 km,1 798 cm3,Benzyna,180 KM,Automatyczna,Sedan,5,Bordowy,,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,,Stany Zjednoczone,,,,True,True,True,True,True,True,True,,,True,True,,,True,130 g/km,,,Tak,,True,True,True,True,,True,True,True,,True,True,True,,,True,,True,,,,,,,True,,,,True,True,True,,True,True,,,True,Tak,Tak,True,Tak,,,True,,,,,,,,,,,,
43,43900,"14:13, 11 lutego 2021",6082217860,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI SCR Trendline,B8 (2014-),2016,170 000 km,1 968 cm3,Diesel,150 KM,Manualna,Kombi,5,Srebrny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,23/05/2016,,,True,True,True,True,True,True,True,True,,True,,,True,True,104 g/km,Tak,,,,True,True,True,True,,True,True,True,,,True,,,True,True,,True,,,,True,,True,,,True,,,,,,,True,,,True,,,True,,,True,,,,,,,,,,,,,
44,2970,"14:10, 11 lutego 2021",6081126325,Firmy,Osobowe,Volkswagen,Passat,2.5 TDI Comfortline Tiptr,B5 (1996-2000),2000,410 665 km,2 496 cm3,Diesel,150 KM,Automatyczna,Sedan,4,Czarny,,Używane,True,True,True,,,True,True,,True,True,True,True,Na przednie koła,5,Tak,,,,,,True,,,,,True,,True,True,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
45,30900,"14:07, 11 lutego 2021",6076936488,Firmy,Osobowe,Volkswagen,Passat,1.6 TDI Trendline,B7 (2010-2014),2013,200 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kombi,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,,,,,,,True,True,,True,True,True,True,True,,True,True,True,True,True,,,,,,True,True,,True,,,True,True,True,,True,True,,True,True,,True,True,,,,,True,,,,,,True,True,True,,True,,,True,,,True,,,True,,,,True,,,,,,,,,
46,19900,"14:05, 11 lutego 2021",6081217690,Firmy,Osobowe,Volkswagen,Passat,1.6 TDI Comfortline,B6 (2005-2010),2010,280 000 km,1 598 cm3,Diesel,105 KM,Manualna,Kombi,5,Czarny,,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,,,Tak,True,,True,True,True,True,True,,True,True,True,,True,True,116 g/km,,,Tak,,True,,True,True,,,,True,,,,True,,True,,,True,,,,True,,,,,,,,True,True,,,,,,,,Tak,,,,True,,,,,,True,,,,,,,
47,48800,"14:03, 11 lutego 2021",6078038991,Firmy,Osobowe,Volkswagen,Passat,,B8 (2014-),2015,235 000 km,1 968 cm3,Diesel,150 KM,Manualna,Kombi,5,Niebieski,Tak,Używane,True,True,True,,True,True,True,True,True,True,True,True,,5,Tak,,,,,True,True,True,True,,True,True,,,True,True,True,,True,,,,Tak,,True,True,True,True,,True,True,True,True,True,True,True,,,True,True,True,True,,,,Tak,,,,,,,,True,True,,True,,Tak,,,,,,,True,,,,,,,,,,,,,
48,4000,"13:55, 11 lutego 2021",6075716564,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 Highline,B5 FL (2000-2005),2001,249 000 km,1 984 cm3,Benzyna,115 KM,Automatyczna,Kombi,5,Czarny,,Używane,True,True,True,True,,True,True,True,True,True,True,True,Na przednie koła,5,,Niemcy,,,Tak,True,,,True,,True,,,True,True,,,,,,,,Tak,,,,,True,,True,,,,,,,,True,,,True,,,True,True,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,
49,7300,"13:44, 11 lutego 2021",6082216770,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 Basis,B5 (1996-2000),2002,147 523 km,1 984 cm3,Benzyna,115 KM,Manualna,Kombi,5,Srebrny,,Używane,True,True,True,,True,True,True,True,True,True,True,,Na przednie koła,5,Tak,,10/10/2002,,Tak,,True,,,,,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,108393,"13:44, 11 lutego 2021",6079990123,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI BMT SCR Highline DSG7,B8 (2014-),2018,98 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Sedan,4,Szary,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,03/10/2018,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,,True,True,,,True,True,True,True,True,True,True,,Tak,,,,True,Tak,,True,,,True,,,,,,,,,,
51,31000,"13:30, 11 lutego 2021",6077224738,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline,B7 (2010-2014),2011,212 000 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5,Czarny,,Używane,True,True,True,,True,True,True,,True,True,True,,,,Tak,Belgia,,,Tak,True,True,,,True,True,True,,True,True,True,True,True,True,,,,Tak,,True,True,,True,,True,True,True,True,,,True,,,,,True,True,,,,Tak,,,,,,,True,,,,True,,Tak,,,,,,,True,,,,,,,,,,,,,
52,8600,"13:28, 11 lutego 2021",6079520324,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B5 FL (2000-2005),2005,270 000 km,1 600 cm3,Benzyna,102 KM,Manualna,Kombi,,Szary,,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,,,,,,,,,,,True,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,7600,"13:23, 11 lutego 2021",6082215901,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B5 FL (2000-2005),2005,260 000 km,1 900 cm3,Diesel,115 KM,Automatyczna,Kombi,5,Srebrny,,Używane,True,,True,,,,True,,True,True,True,True,Na przednie koła,,Tak,,,,Tak,True,True,True,True,True,True,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,
54,17900,"13:21, 11 lutego 2021",6082215826,Firmy,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2008,242 000 km,1 968 cm3,Diesel,140 KM,Manualna,Sedan,5,Srebrny,,Używane,True,True,True,True,True,True,True,True,True,,True,True,Na przednie koła,5,Tak,,08/12/2008,,Tak,,True,True,True,,True,True,,True,True,True,True,,True,,,,Tak,,True,True,True,True,True,True,,,,,,,,True,,,True,True,,,,Tak,,,True,,,,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,
55,49900,"13:21, 11 lutego 2021",6077273763,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI BMT Comfortline,B8 (2014-),2015,164 000 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,01/02/2015,CZN588AK,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,Tak,,True,True,,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,,True,Tak,True,,,,,,True,True,,,True,,,True,,Tak,,,,,,,True,,,,,,,,,,
56,35900,"12:57, 11 lutego 2021",6079885535,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.6 TDI Comfortline,B7 (2010-2014),2014,204 605 km,1 598 cm3,Diesel,105 KM,Manualna,Kombi,5,Srebrny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Austria,15/10/2014,DW 5KR63,Tak,True,True,True,True,,True,True,,,True,,True,True,,,,,Tak,,,True,True,True,,True,True,True,True,,,True,,,,,,True,,,,,True,,,,,,,True,,,True,,,True,,Tak,,Tak,,True,,,,,,,,,,,,,
57,4300,"12:51, 11 lutego 2021",6082214569,Firmy,Osobowe,Volkswagen,Passat,1.8T Comfortline,B5 FL (2000-2005),2001,222 000 km,1 781 cm3,Benzyna,150 KM,Manualna,Kombi,5,Niebieski,,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,Tak,Niemcy,,,,True,True,True,True,,True,,,,,,,,True,,,,Tak,,,True,,,,True,,True,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,,,
58,72900,"12:46, 11 lutego 2021",6079239832,Firmy,Osobowe,Volkswagen,Passat,1.8 TSI BMT Comfortline DSG,B8 (2014-),2016,76 452 km,1 798 cm3,Benzyna,180 KM,Automatyczna,Sedan,4,Srebrny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,09/11/2016,DW8G536,Tak,True,True,True,True,True,True,True,True,,True,True,True,,True,129 g/km,,,Tak,,True,True,True,True,,True,True,True,True,,True,True,,,True,True,True,True,,,,,True,,,,,,True,True,,,True,,Tak,True,,Tak,True,Tak,Tak,True,,,True,,,,,,,,,,
59,37900,"12:44, 11 lutego 2021",6079267211,Firmy,Osobowe,Volkswagen,Passat,,B7 (2010-2014),2014,210 000 km,1 598 cm3,Diesel,105 KM,Manualna,Sedan,5,Czarny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,,,,,True,True,True,True,,True,,,True,True,True,,True,,,,Tak,,True,True,True,True,,True,True,True,True,True,True,True,,True,,,True,True,,,,,True,,,,,,True,True,,True,True,,Tak,True,,Tak,True,,,,True,,,,,,,,,,,,
60,3800,"12:39, 11 lutego 2021",6082213922,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B5 (1996-2000),1999,247 000 km,1 598 cm3,Benzyna,101 KM,Manualna,Sedan,4,Czarny,,Używane,True,True,True,,True,True,True,True,True,True,True,,Na przednie koła,5,Tak,,,,,,,True,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,30900,"12:36, 11 lutego 2021",6081522605,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.8 TSI,B7 (2010-2014),2011,180 000 km,1 798 cm3,Benzyna,160 KM,Manualna,Sedan,4,Inny kolor,,Używane,,,,,,,,,,,,,Na przednie koła,5,,,,WU3840G,,,,,,,,,,,,,,,,172 g/km,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,69900,"12:35, 11 lutego 2021",6082209666,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI BMT Comfortline DSG,B8 (2014-),2017,141 980 km,1 968 cm3,Diesel,150 KM,Automatyczna,Sedan,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,,24/05/2017,WY3247K,,True,True,,,,True,True,,,True,True,,,,122 g/km,,,Tak,,True,True,True,True,,True,True,,True,,,True,,,True,True,True,True,,,,,True,,,,,,True,True,,,True,,,True,Tak,,True,Tak,,,,,True,,,,,,,,,,
63,68250,"12:30, 11 lutego 2021",6081564209,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.6 TDI BMT Trendline,B8 (2014-),2018,29 330 km,1 598 cm3,Diesel,120 KM,Manualna,Sedan,4,Czarny,Tak,Używane,,,,,,,,,,,,,,,,,01/06/2018,TOP04041,Tak,,,,,,,,,,,,,,,109 g/km,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,Tak,,,,,
64,35900,"12:29, 11 lutego 2021",6078460512,Firmy,Osobowe,Volkswagen,Passat,,B7 (2010-2014),2012,164 000 km,1 998 cm3,Diesel,140 KM,Manualna,Kombi,5,Srebrny,,Używane,True,True,True,,True,True,True,True,True,True,True,True,Na przednie koła,5,Tak,Niemcy,,,Tak,,,True,True,,True,True,,,True,,True,True,,,Tak,,Tak,,,True,,True,True,True,,,True,,,True,,True,,,,True,,,,Tak,,,,,,,,,,,,,,,,Tak,,,,,,,,,3 miesięcy,,,,,,,,
65,8000,"12:27, 11 lutego 2021",6080355200,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B5 FL (2000-2005),2003,339 138 km,1 900 cm3,Diesel,105 KM,Manualna,Sedan,5,Inny kolor,Tak,Używane,True,True,True,True,,,True,,True,,True,,Na przednie koła,,,Holandia,,,Tak,True,True,,,,True,True,,True,,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
66,8500,"12:25, 11 lutego 2021",6079056158,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline DSG,B6 (2005-2010),2005,355 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5,Czarny,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,,ZGY31372,Tak,True,True,True,True,True,True,True,,True,True,True,True,True,True,,Tak,,,,True,True,True,True,True,True,,,,True,,,,True,True,,True,True,,,True,,,,,,,,True,True,True,,,,,True,,Tak,,,,True,,,,,,,,,,Tak,,,
67,17999,"12:22, 11 lutego 2021",6081804135,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.8 TSI Comfortline,B6 (2005-2010),2008,216 801 km,1 798 cm3,Benzyna,160 KM,Manualna,Sedan,4,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,Tak,Polska,,ZWA2A39,Tak,True,True,True,True,True,True,True,,,True,True,,,True,180 g/km,,,Tak,True,True,True,True,True,,True,,,True,True,,True,,,,,True,True,,True,,,,,,True,,,,,True,True,True,,,True,,,True,,,True,,,,,,,,,,,,,
68,69999,"12:19, 11 lutego 2021",6078001664,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI BMT Highline DSG,B8 (2014-),2016,193 849 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5,Czarny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,Polska,,,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,,Tak,,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,True,True,True,,,True,Tak,,True,,,True,,,True,,,True,,,,,,,
69,29900,"12:11, 11 lutego 2021",6080810190,Firmy,Osobowe,Volkswagen,Passat,1.8 TSI Comfortline,B7 (2010-2014),2012,202 144 km,1 798 cm3,Benzyna,160 KM,Manualna,Kombi,5,Czarny,Tak,Używane,True,True,True,True,True,True,True,,True,True,True,True,Na przednie koła,5,,,,TK3638W,Tak,True,True,,True,True,True,True,,True,True,True,True,True,True,160 g/km,,,Tak,,True,True,True,True,,True,,True,True,,True,True,,True,,,True,True,,,True,,True,,,,,,,,,,True,,Tak,True,Tak,Tak,True,Tak,Tak,True,,,,,,,,,,,,,
70,31900,"12:10, 11 lutego 2021",6081805952,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B7 (2010-2014),2013,218 000 km,1 598 cm3,Diesel,105 KM,Manualna,Sedan,4,Biały,Tak,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,,,,,Tak,,True,,True,True,True,True,True,True,True,True,,,,,,,Tak,True,,True,True,True,,,True,True,True,,True,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,Tak,,,,,,
71,66900,"12:00, 11 lutego 2021",6080503725,Firmy,Osobowe,Volkswagen,Passat,,B8 (2014-),2018,80 000 km,1 968 cm3,Diesel,150 KM,Manualna,Sedan,4,Szary,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,13/04/2018,,,True,True,,,,True,True,,,True,,True,,,,,,Tak,,True,True,True,True,True,True,True,True,True,,True,True,,True,True,True,,True,,,,,True,,,,,,,True,True,,True,,Tak,,,Tak,,Tak,,True,,,,,,,,,,,,,
72,17900,"11:56, 11 lutego 2021",6081519288,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI DPF Trendline,B6 (2005-2010),2009,261 500 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5,Czarny,Tak,Używane,,,,,,,,,,,,,Na przednie koła,5,,Niemcy,26/10/2009,DW9JA80,,,,,,,,,,,,,,,,158 g/km,Tak,,Tak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,56000,"11:29, 11 lutego 2021",6081052240,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI BMT Comfortline,B8 (2014-),2014,56 180 km,1 968 cm3,Diesel,150 KM,Manualna,Sedan,5,Szary,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,15/12/2014,ZKL14220,,True,,,True,True,True,True,True,True,True,True,True,,,110 g/km,Tak,,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,,,True,True,,,,True,True,True,,,True,,Tak,True,,,True,,,,,,,,,,,,,,,,
74,29500,"11:24, 11 lutego 2021",6082211131,Osoby prywatnej,Osobowe,Volkswagen,Passat,,B7 (2010-2014),2011,257 600 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5,Srebrny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Niemcy,20/01/2011,KMI6M57,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,True,127 g/km,Tak,,,,True,True,True,True,,True,True,True,True,True,,,,True,,,True,True,,,,,True,,,,,,True,True,,,True,,,True,,,True,,,True,,,,,,,,,,,,,
75,38499,"11:19, 11 lutego 2021",6080861900,Firmy,Osobowe,Volkswagen,Passat,1.8 TSI BMT Comfortline,B8 (2014-),2015,62 139 km,1 798 cm3,Benzyna,180 KM,Manualna,Kombi,4,Szary,Tak,Używane,True,True,True,,True,True,True,True,True,True,True,,Na przednie koła,5,,Polska,05/05/2015,,,,,,,,True,True,,True,True,True,,,,134 g/km,,,Tak,,,,True,True,,,,True,,,,True,,,,,,,,,,,True,,,,,,True,True,,,True,,Tak,,,,,Tak,,,,,,,,,,,,Tak,,,
76,7900,"11:19, 11 lutego 2021",6081816937,Osoby prywatnej,Osobowe,Volkswagen,Passat,1.9 TDI Highline,B5 FL (2000-2005),2002,253 000 km,1 896 cm3,Diesel,130 KM,Manualna,Sedan,5,Srebrny,,Używane,True,True,True,,True,True,True,,True,True,True,,Na przednie koła,5,Tak,Niemcy,,,Tak,,,True,,,True,,,,,,True,,True,,,,,,,True,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,54900,"11:18, 11 lutego 2021",6082209956,Osoby prywatnej,Osobowe,Volkswagen,Passat,Variant 1.6 TDI (BlueMotion Technology),B8 (2014-),2016,137 000 km,1 598 cm3,Diesel,120 KM,Manualna,Kombi,5,Biały,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,,13/07/2016,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,107 g/km,Tak,,Tak,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,True,,,True,,Tak,,,,,,,,,,,,,,,,,
78,23900,"11:09, 11 lutego 2021",6080399593,Firmy,Osobowe,Volkswagen,Passat,1.8 TSI BMT Comfortline,B8 (2014-),2017,32 000 km,1 798 cm3,Benzyna,180 KM,Manualna,Sedan,5,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,,,,True,True,,True,True,True,True,True,,True,True,True,,,135 g/km,,,Tak,,True,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,,,,,,,,True,,True,,True,,Tak,True,,,True,,,True,,,,,,,,,,Tak,,,
79,69900,"10:59, 11 lutego 2021",6078357391,Firmy,Osobowe,Volkswagen,Passat,Variant 1.6 TDI (BlueMotion Technology) DSG,B8 (2014-),2017,193 600 km,1 598 cm3,Diesel,120 KM,Automatyczna,Kombi,5,Inny kolor,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,,05/01/2018,,,True,True,True,True,True,True,True,True,True,True,True,True,True,,104 g/km,,,Tak,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,True,True,True,,,True,,,True,,,,True,True,True,True,True,True,,Tak,True,Tak,Tak,,Tak,,True,,,,,,,,,,,,,
80,42500,"10:51, 11 lutego 2021",6081517827,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline DSG,B7 (2010-2014),2014,222 000 km,1 968 cm3,Diesel,177 KM,Automatyczna,Sedan,4,Czarny,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Polska,27/05/2014,,,True,True,True,True,True,True,True,True,,True,True,,,,136 g/km,,,Tak,,True,True,True,,,True,True,True,True,True,,True,,,,True,True,True,,,True,,True,,,True,,,True,True,True,True,True,237 000 km,Tak,True,,,True,,,True,,,True,,,,,,,,,,
81,5500,"10:49, 11 lutego 2021",6079240902,Firmy,Osobowe,Volkswagen,Passat,2.0 Highline,B5 FL (2000-2005),2001,261 603 km,1 984 cm3,Benzyna,115 KM,Manualna,Kombi,5,Niebieski,,Używane,True,True,True,True,True,True,True,True,True,True,True,,,5,Tak,,,,,True,,,True,,,True,,True,,True,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
82,35900,"10:46, 11 lutego 2021",6081517892,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline DSG,B7 (2010-2014),2011,137 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5,Srebrny,,Używane,True,True,True,True,True,True,True,True,True,True,True,True,Na przednie koła,5,Tak,Niemcy,,,Tak,True,,,True,True,True,True,,True,True,,True,True,True,135 g/km,,,Tak,,True,True,,True,,True,,True,True,,,True,,True,,,True,True,,,,Tak,True,,,,,,,True,,,True,,Tak,,,,True,,,,,,True,,,,,,,,,,
83,16200,"10:42, 11 lutego 2021",6080744305,Osoby prywatnej,Osobowe,Volkswagen,Passat,2.0 TDI Comfortline,B6 (2005-2010),2009,400 000 km,1 968 cm3,Diesel,140 KM,Manualna,Kombi,5,Inny kolor,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,,,,ONY10839,,True,True,True,,True,True,,,,True,True,,,True,156 g/km,,,,,True,,,True,,,,,,True,,,,,,,True,,,,,Tak,,,,,,,,,,,,,,,,Tak,,,,,,,,,,,,,,,,,
84,59900,"10:39, 11 lutego 2021",6075046221,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI BMT Comfortline DSG,B8 (2014-),2016,188 598 km,1 968 cm3,Diesel,150 KM,Automatyczna,Kombi,5,Srebrny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,Włochy,18/10/2016,,Tak,True,True,,True,True,True,True,,True,True,True,True,True,,122 g/km,,,Tak,,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,,,True,,True,,,,,,True,True,,,True,,Tak,True,,Tak,True,Tak,Tak,True,,,,,,,,,,,,,
85,15600,"10:35, 11 lutego 2021",6074941282,Firmy,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2008,269 000 km,1 968 cm3,Diesel,140 KM,Automatyczna,Kombi,5,Srebrny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,,,,True,True,,True,True,True,,,True,True,,,True,True,,,,Tak,,,True,,True,,True,,,True,True,,True,,True,,,,True,,,,Tak,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,
86,92900,"10:29, 11 lutego 2021",6081517186,Firmy,Osobowe,Volkswagen,Passat,2.0 TDI BMT 4Mot Highline DSG,B8 (2014-),2017,123 700 km,1 968 cm3,Diesel,190 KM,Automatyczna,Kombi,5,Brązowy,Tak,Używane,True,True,True,,True,True,True,,True,True,True,True,4x4 (dołączany automatycznie),5,Tak,Polska,,WE507RS,Tak,True,True,True,True,True,True,True,True,,True,True,True,True,,134 g/km,,,Tak,,True,True,True,True,True,True,True,True,True,,True,,,,True,True,,True,,,,,True,,,,,,True,True,,True,True,,Tak,True,,Tak,,Tak,Tak,True,,,True,,12 miesięcy,,,,,,,,
87,19900,"10:25, 11 lutego 2021",6079519904,Firmy,Osobowe,Volkswagen,Passat,,B6 (2005-2010),2008,162 794 km,1 900 cm3,Diesel,105 KM,Manualna,Kombi,5,Czarny,,Używane,True,True,True,,True,True,True,,True,True,True,True,Na przednie koła,5,Tak,,,,Tak,,True,True,True,True,True,True,True,,True,,,True,True,,,,Tak,,True,True,,True,,True,,,,,,True,,True,,,True,,,,,,,,,,,,True,True,,,,,Tak,,,,,,,True,,,,,,,,,,,,,
